PLAYER,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURY TYPE
Aron Baynes,Spurs,24 March 2015,28 March 2015,4,sprained right ankle
Dwight Howard,Rockets,28 January 2015,25 March 2015,56,sprained right ankle
Klay Thompson,Warriors,18 March 2015,23 March 2015,5,sprained right ankle
Alex Len,Suns,14 March 2015,21 March 2015,7,sprained right ankle
Jusuf Nurkic,Nuggets,27 February 2015,13 March 2015,14,sprained right ankle
Alex Len,Suns,07 March 2015,09 March 2015,2,sprained right ankle
Aaron Gordon,Magic,27 February 2015,04 March 2015,5,sprained right ankle
Kelly Olynyk,Celtics,23 January 2015,04 March 2015,40,sprained right ankle
Alex Len,Suns,06 February 2015,20 February 2015,14,sprained right ankle
Ian Mahinmi,Pacers,08 February 2015,11 February 2015,3,sprained right ankle
Hassan Whiteside,Heat,21 January 2015,25 January 2015,4,sprained right ankle
Joakim Noah,Bulls,16 January 2015,23 January 2015,7,sprained right ankle
DeMarcus Cousins,Kings,17 January 2015,19 January 2015,2,sprained right ankle
Mike Conley,Grizzlies,16 January 2015,19 January 2015,3,sprained right ankle
Taj Gibson,Bulls,18 December 2014,22 December 2014,4,sprained right ankle
Joakim Noah,Bulls,10 December 2014,18 December 2014,8,sprained right ankle
Derrick Favors,Jazz,14 December 2014,17 December 2014,3,sprained right ankle
Reggie Bullock,Clippers,03 December 2014,13 December 2014,10,sprained right ankle
James Johnson,Raptors,21 November 2014,24 November 2014,3,sprained right ankle
Reggie Jackson,Thunder,29 October 2014,03 November 2014,5,sprained right ankle
Michael Beasley,Heat,20 April 2014,06 May 2014,16,sprained right ankle
Mike Conley,Grizzlies,01 February 2014,18 February 2014,17,sprained right ankle
Tyler Zeller,Cavaliers,14 December 2013,17 December 2013,3,sprained right ankle
Kyle O'Quinn,Magic,24 November 2013,26 November 2013,2,sprained right ankle
Tyler Zeller,Cavaliers,20 November 2013,22 November 2013,2,sprained right ankle
LaMarcus Aldridge,Blazers,29 March 2013,05 April 2013,7,sprained right ankle
Wesley Matthews,Blazers,19 February 2013,22 February 2013,3,sprained right ankle
Stephen Curry,Warriors,31 January 2013,02 February 2013,2,sprained right ankle
Ersan Ilyasova,Bucks,05 January 2013,08 January 2013,3,sprained right ankle
Derrick Rose,Bulls,10 April 2012,12 April 2012,2,sprained right ankle
Stephen Curry,Warriors,06 January 2012,20 January 2012,14,sprained right ankle
Stephen Curry,Warriors,28 December 2011,31 December 2011,3,sprained right ankle
Joakim Noah,Bulls,30 March 2011,05 April 2011,6,sprained right ankle
Tyson Chandler,Mavericks,04 March 2011,09 March 2011,5,sprained right ankle
Trevor Ariza,Hornets,07 February 2011,11 February 2011,4,sprained right ankle
Tyus Jones,Grizzlies,09 April 2023,16 April 2023,7,sore left foot
Alex Caruso,Bulls,05 April 2023,07 April 2023,2,sore left foot
D'Angelo Russell,Lakers,04 April 2023,05 April 2023,1,sore left foot
Keldon Johnson,Spurs,26 March 2023,30 March 2023,4,sore left foot
Tyus Jones,Grizzlies,29 March 2023,30 March 2023,1,sore left foot
Keldon Johnson,Spurs,12 March 2023,15 March 2023,3,sore left foot
Jalen Brunson,Knicks,05 March 2023,09 March 2023,4,sore left foot
James Harden,76ers,07 March 2023,09 March 2023,2,sore left foot
Alec Burks,Pistons,03 March 2023,06 March 2023,3,sore left foot
Joel Embiid,76ers,01 March 2023,02 March 2023,1,sore left foot
Tre Jones,Spurs,03 February 2023,02 March 2023,27,sore left foot
Bradley Beal,Wizards,06 February 2023,08 February 2023,2,sore left foot
Joel Embiid,76ers,08 January 2023,10 January 2023,2,sore left foot
Jake LaRavia,Grizzlies,30 November 2022,12 December 2022,12,sore left foot
Andrew Wiggins,Warriors,21 November 2022,23 November 2022,2,sore left foot
Otto Porter Jr.,Warriors,24 May 2022,02 June 2022,9,sore left foot
Andrew Wiggins,Warriors,07 March 2022,08 March 2022,1,sore left foot
Sterling Brown,Mavericks,19 January 2022,10 February 2022,22,sore left foot
Sterling Brown,Mavericks,07 December 2021,19 December 2021,12,sore left foot
Devonte' Graham,Pelicans,19 November 2021,24 November 2021,5,sore left foot
Rudy Gay,Spurs,24 March 2021,25 March 2021,1,sore left foot
Michael Carter-Williams,Magic,05 January 2021,12 February 2021,38,sore left foot
Alec Burks,76ers,12 August 2020,13 August 2020,1,sore left foot
Gordon Hayward,Celtics,07 February 2020,09 February 2020,2,sore left foot
Gordon Hayward,Celtics,18 December 2019,25 December 2019,7,sore left foot
Derrick White,Spurs,20 November 2019,23 November 2019,3,sore left foot
Alize Johnson,Pacers,01 April 2019,03 April 2019,2,sore left foot
Tristan Thompson,Cavaliers,19 January 2019,20 March 2019,60,sore left foot
Jeff Teague,Timberwolves,25 January 2019,30 January 2019,5,sore left foot
Jeff Teague,Timberwolves,22 January 2019,24 January 2019,2,sore left foot
Mo Bamba,Magic,12 January 2019,18 January 2019,6,sore left foot
Alfonzo McKinnie,Warriors,17 November 2018,05 December 2018,18,sore left foot
Jeremy Lamb,Hornets,31 March 2018,01 April 2018,1,sore left foot
Jarrett Allen,Nets,13 March 2018,16 March 2018,3,sore left foot
Josh Richardson,Heat,14 March 2018,16 March 2018,2,sore left foot
Kelly Oubre Jr.,Wizards,04 March 2018,06 March 2018,2,sore left foot
Will Barton,Nuggets,31 March 2017,09 April 2017,9,sore left foot
Kyle Korver,Cavaliers,27 March 2017,04 April 2017,8,sore left foot
Kyle Korver,Cavaliers,16 March 2017,22 March 2017,6,sore left foot
Markieff Morris,Wizards,14 December 2016,16 December 2016,2,sore left foot
Jared Dudley,Suns,27 November 2016,30 November 2016,3,sore left foot
Rudy Gay,Kings,08 February 2015,10 February 2015,2,sore left foot
Aaron Gordon,Magic,04 February 2015,06 February 2015,2,sore left foot
Marvin Bagley III,Pistons,03 April 2023,07 April 2023,4,concussion
Admiral Schofield,Magic,07 March 2023,09 March 2023,2,concussion
Brandon Ingram,Pelicans,24 October 2022,25 January 2023,93,concussion
Sandro Mamukelashvili,Bucks,02 November 2022,07 November 2022,5,concussion
Vernon Carey Jr,Wizards,19 October 2022,23 October 2022,4,concussion
Vernon Carey Jr.,Wizards,19 October 2022,23 October 2022,4,concussion
Trent Forrest,Jazz,30 March 2022,06 April 2022,7,concussion
Jalen Johnson,Hawks,30 March 2022,04 April 2022,5,concussion
Isaiah Livers,Pistons,23 March 2022,30 March 2022,7,concussion
Isaiah Jackson,Pacers,17 March 2022,23 March 2022,6,concussion
Malcolm Brogdon,Pacers,10 March 2022,15 March 2022,5,concussion
Onyeka Okongwu,Hawks,02 March 2022,06 March 2022,4,concussion
Monte Morris,Nuggets,10 February 2022,16 February 2022,6,concussion
Ayo Dosunmu,Bulls,08 February 2022,11 February 2022,3,concussion
Jock Landale,Spurs,02 February 2022,08 February 2022,6,concussion
Jakob Poeltl,Spurs,02 February 2022,04 February 2022,2,concussion
Keita Bates-Diop,Spurs,02 February 2022,04 February 2022,2,concussion
Donovan Mitchell,Jazz,18 January 2022,03 February 2022,16,concussion
Hassan Whiteside,Jazz,01 January 2022,07 January 2022,6,concussion
Shai Gilgeous-Alexander,Thunder,02 December 2021,06 December 2021,4,concussion
Mitchell Robinson,Knicks,21 November 2021,26 November 2021,5,concussion
Trent Forrest,Jazz,19 October 2021,21 October 2021,2,concussion
Jakarr Sampson,Pacers,30 April 2021,11 May 2021,11,concussion
Romeo Langford,Celtics,05 May 2021,07 May 2021,2,concussion
Isaiah Hartenstein,Cavaliers,26 April 2021,05 May 2021,9,concussion
Collin Sexton,Cavaliers,24 April 2021,30 April 2021,6,concussion
Jonas Valanciunas,Grizzlies,18 April 2021,25 April 2021,7,concussion
Juan Toscano-Anderson,Warriors,18 April 2021,23 April 2021,5,concussion
Sekou Doumbouya,Pistons,18 April 2021,20 April 2021,2,concussion
Isaiah Roby,Thunder,07 April 2021,13 April 2021,6,concussion
Jarrett Allen,Cavaliers,27 March 2021,13 April 2021,17,concussion
Josh Hall,Thunder,04 April 2021,13 April 2021,9,concussion
Luguentz Dort,Thunder,28 March 2021,10 April 2021,13,concussion
Mason Plumlee,Pistons,08 April 2021,10 April 2021,2,concussion
Alex Caruso,Lakers,13 March 2021,18 March 2021,5,concussion
Grayson Allen,Grizzlies,27 February 2021,11 March 2021,12,concussion
Nicolas Batum,Clippers,15 February 2021,19 February 2021,4,concussion
Sekou Doumbouya,Pistons,12 February 2021,19 February 2021,7,concussion
Mike Muscala,Thunder,07 February 2021,10 February 2021,3,concussion
Donovan Mitchell,Jazz,27 January 2021,31 January 2021,4,concussion
Robert Covington,Blazers,29 January 2021,30 January 2021,1,concussion
Abdel Nader,Suns,22 December 2020,05 January 2021,14,concussion
Blake Griffin,Pistons,31 December 2020,03 January 2021,3,concussion
Mike Muscala,Thunder,04 August 2020,08 August 2020,4,concussion
Jae Crowder,Heat,07 March 2020,11 March 2020,4,concussion
Dennis Smith Jr.,Knicks,29 February 2020,10 March 2020,10,concussion
Josh Richardson,76ers,03 March 2020,10 March 2020,7,concussion
Cody Martin,Hornets,08 February 2020,20 February 2020,12,concussion
Cam Reddish,Hawks,03 February 2020,10 February 2020,7,concussion
T.J. Warren,Pacers,03 February 2020,08 February 2020,5,concussion
Malcolm Brogdon,Pacers,24 January 2020,29 January 2020,5,concussion
Kelly Oubre Jr.,Suns,16 January 2020,20 January 2020,4,concussion
Allonzo Trier,Knicks,13 December 2019,20 December 2019,7,concussion
Patrick Beverley,Clippers,13 December 2019,17 December 2019,4,concussion
Justise Winslow,Heat,07 November 2019,27 November 2019,20,concussion
Clint Capela,Rockets,15 November 2019,18 November 2019,3,concussion
Goga Bitadze,Pacers,08 November 2019,15 November 2019,7,concussion
Mitchell Robinson,Knicks,08 November 2019,14 November 2019,6,concussion
Jonathan Isaac,Magic,10 April 2019,13 April 2019,3,concussion
OG Anunoby,Raptors,28 March 2019,05 April 2019,8,concussion
Gordon Hayward,Celtics,18 March 2019,24 March 2019,6,concussion
Ante Zizic,Cavaliers,03 March 2019,08 March 2019,5,concussion
Andre Drummond,Pistons,19 January 2019,25 January 2019,6,concussion
Nerlens Noel,Thunder,10 January 2019,17 January 2019,7,concussion
Yuta Watanabe,Grizzlies,12 December 2018,14 December 2018,2,concussion
Ersan Ilyasova,Bucks,01 December 2018,07 December 2018,6,concussion
Davis Bertans,Spurs,19 November 2018,21 November 2018,2,concussion
Markieff Morris,Wizards,30 October 2018,02 November 2018,3,concussion
Giannis Antetokounmpo,Bucks,29 October 2018,01 November 2018,3,concussion
Troy Daniels,Suns,19 October 2018,22 October 2018,3,concussion
Kevin Love,Cavaliers,26 May 2018,31 May 2018,5,concussion
Ian Mahinmi,Wizards,06 April 2018,10 April 2018,4,concussion
Kevin Love,Cavaliers,28 March 2018,30 March 2018,2,concussion
Tony Bradley,Jazz,13 March 2018,27 March 2018,14,concussion
Jaylen Brown,Celtics,11 March 2018,25 March 2018,14,concussion
Aaron Gordon,Magic,09 March 2018,19 March 2018,10,concussion
Terrance Ferguson,Thunder,10 March 2018,12 March 2018,2,concussion
Kris Dunn,Bulls,20 January 2018,14 February 2018,25,concussion
Al Horford,Celtics,24 January 2018,27 January 2018,3,concussion
Jamal Murray,Nuggets,17 January 2018,19 January 2018,2,concussion
Raul Neto,Jazz,13 December 2017,15 January 2018,33,concussion
Blake Griffin,Clippers,08 January 2018,11 January 2018,3,concussion
Derrick Favors,Jazz,18 December 2017,20 December 2017,2,concussion
Steven Adams,Thunder,16 December 2017,20 December 2017,4,concussion
Austin Rivers,Clippers,15 December 2017,18 December 2017,3,concussion
Aaron Gordon,Magic,13 December 2017,15 December 2017,2,concussion
Patrick McCaw,Warriors,08 December 2017,11 December 2017,3,concussion
Al Horford,Celtics,08 November 2017,12 November 2017,4,concussion
Myles Turner,Pacers,20 October 2017,03 November 2017,14,concussion
Kawhi Leonard,Spurs,11 March 2017,13 March 2017,2,concussion
Steven Adams,Thunder,16 January 2017,23 January 2017,7,concussion
Richaun Holmes,76ers,13 January 2017,21 January 2017,8,concussion
Cody Zeller,Hornets,02 January 2017,07 January 2017,5,concussion
George Hill,Jazz,05 January 2017,07 January 2017,2,concussion
Richaun Holmes,76ers,23 December 2016,04 January 2017,12,concussion
Austin Rivers,Clippers,11 December 2016,14 December 2016,3,concussion
Doug McDermott,Bulls,15 November 2016,05 December 2016,20,concussion
Al Horford,Celtics,02 November 2016,19 November 2016,17,concussion
Larry Nance Jr.,Lakers,08 November 2016,10 November 2016,2,concussion
Doug McDermott,Bulls,02 November 2016,04 November 2016,2,concussion
Kevin Love,Cavaliers,08 June 2016,10 June 2016,2,concussion
Aaron Gordon,Magic,08 April 2016,13 April 2016,5,concussion
Robert Covington,76ers,12 March 2016,23 March 2016,11,concussion
Jerami Grant,76ers,12 March 2016,17 March 2016,5,concussion
Lance Thomas,Knicks,07 February 2016,09 February 2016,2,concussion
Cameron Payne,Thunder,29 January 2016,01 February 2016,3,concussion
Anthony Davis,Pelicans,25 January 2016,30 January 2016,5,concussion
Gary Harris,Nuggets,03 December 2015,11 December 2015,8,concussion
Victor Oladipo,Magic,13 November 2015,18 November 2015,5,concussion
Patrick Beverley,Rockets,06 November 2015,11 November 2015,5,concussion
Rudy Gay,Kings,03 April 2015,07 April 2015,4,concussion
Rodney Hood,Jazz,01 April 2015,04 April 2015,3,concussion
Marvin Williams,Hornets,28 January 2015,02 February 2015,5,concussion
Ersan Ilyasova,Bucks,26 December 2014,15 January 2015,20,concussion
Courtney Lee,Grizzlies,01 November 2014,05 November 2014,4,concussion
Wayne Ellington,Lakers,28 October 2014,29 October 2014,1,concussion
Stephen Curry,Warriors,20 November 2013,23 November 2013,3,concussion
George Hill,Pacers,16 May 2013,18 May 2013,2,concussion
Michael Kidd-Gilchrist,Bobcats,04 February 2013,08 February 2013,4,concussion
Kyrie Irving,Cavaliers,10 February 2012,15 February 2012,5,concussion
Ersan Ilyasova,Bucks,13 March 2011,08 April 2011,26,concussion
Chris Paul,Hornets,09 March 2011,12 March 2011,3,concussion
Tyler Herro,Heat,07 April 2023,09 April 2023,2,bruised right quadriceps
Darius Garland,Cavaliers,10 March 2023,12 March 2023,2,bruised right quadriceps
Reggie Bullock,Mavericks,08 March 2023,10 March 2023,2,bruised right quadriceps
Giannis Antetokounmpo,Bucks,26 February 2023,28 February 2023,2,bruised right quadriceps
Vernon Carey Jr,Wizards,11 January 2023,16 January 2023,5,bruised right quadriceps
Vernon Carey Jr.,Wizards,11 January 2023,16 January 2023,5,bruised right quadriceps
OG Anunoby,Raptors,03 April 2022,10 April 2022,7,bruised right quadriceps
Cameron Johnson,Suns,05 March 2022,01 April 2022,27,bruised right quadriceps
Nemanja Bjelica,Warriors,01 March 2022,02 March 2022,1,bruised right quadriceps
Josh Okogie,Timberwolves,30 January 2022,08 February 2022,9,bruised right quadriceps
Max Strus,Heat,05 February 2022,07 February 2022,2,bruised right quadriceps
Cody Zeller,Blazers,08 December 2021,07 January 2022,30,bruised right quadriceps
Tyler Herro,Heat,15 December 2021,21 December 2021,6,bruised right quadriceps
Devin Vassell,Spurs,04 December 2021,09 December 2021,5,bruised right quadriceps
Devin Vassell,Spurs,26 November 2021,02 December 2021,6,bruised right quadriceps
Norman Powell,Blazers,28 November 2021,02 December 2021,4,bruised right quadriceps
Daniel Gafford,Wizards,28 October 2021,01 November 2021,4,bruised right quadriceps
DeMar DeRozan,Spurs,22 April 2021,24 April 2021,2,bruised right quadriceps
Derrick Jones Jr.,Blazers,03 April 2021,06 April 2021,3,bruised right quadriceps
Wendell Carter Jr.,Bulls,22 January 2021,15 February 2021,24,bruised right quadriceps
Norman Powell,Raptors,29 January 2021,02 February 2021,4,bruised right quadriceps
Anthony Davis,Lakers,28 January 2021,30 January 2021,2,bruised right quadriceps
D'Angelo Russell,Timberwolves,23 January 2021,29 January 2021,6,bruised right quadriceps
Russell Westbrook,Rockets,06 August 2020,11 August 2020,5,bruised right quadriceps
D'Angelo Russell,Timberwolves,08 February 2020,10 February 2020,2,bruised right quadriceps
Cameron Johnson,Suns,02 February 2020,07 February 2020,5,bruised right quadriceps
D'Angelo Russell,Warriors,03 February 2020,04 February 2020,1,bruised right quadriceps
Evan Fournier,Magic,15 January 2020,16 January 2020,1,bruised right quadriceps
Jae Crowder,Jazz,03 April 2019,05 April 2019,2,bruised right quadriceps
Darren Collison,Pacers,19 March 2019,27 March 2019,8,bruised right quadriceps
Kyrie Irving,Celtics,14 January 2019,16 January 2019,2,bruised right quadriceps
Paul George,Thunder,28 December 2018,30 December 2018,2,bruised right quadriceps
Andrew Wiggins,Timberwolves,09 November 2018,12 November 2018,3,bruised right quadriceps
Darius Miller,Pelicans,27 October 2018,03 November 2018,7,bruised right quadriceps
Andrew Wiggins,Timberwolves,24 October 2018,31 October 2018,7,bruised right quadriceps
Kyrie Irving,Celtics,31 January 2018,06 February 2018,6,bruised right quadriceps
De'Aaron Fox,Kings,20 December 2017,02 January 2018,13,bruised right quadriceps
De'Aaron Fox,Kings,17 December 2017,19 December 2017,2,bruised right quadriceps
Treveon Graham,Hornets,15 November 2017,17 November 2017,2,bruised right quadriceps
Treveon Graham,Hornets,27 October 2017,29 October 2017,2,bruised right quadriceps
